Part No,Part Description in Use,Part Description,Site,Site Description,Part Type,Planner,Inventory UoM,Catch UoM,Input UoM Group,Input UoM Group Description,Commodity Group 1,Commodity Group 1 Description,Commodity Group 2,Commodity Group 2 Description,Asset Class,Asset Class Description,Part Status,Part Status Description,ABC Class,ABC Class Description,Abc Class Locked Until,Frequency Class,Frequency Class Locked Until,Lifecycle Stage,Lifecycle Stage Locked Until,Safety Code,Safety Code Description,Accounting Group,Accounting Group Description,Product Code,Product Code Description,Product Family,Product Family Description,Type Designation,Dimension/ Quality,Net Weight,Weight UoM,Net Volume,Volume UoM,Exclude from Shipment Packing Proposal,On Hand Qty,On Hand Catch Qty,Created,Modified,Document Text,Notes,Lead Time Code,Purchasing Lead Time,Earliest Unlimited Supply Date,Manufacturing Lead Time,Expected Lead Time,Supersedes Part,Superseded By Part,Shelf Life in Days,Minimum Remaining Days at CO Delivery,Minimum Remaining Days for Planning,Mandatory Expiration Date,Country of Origin,Country of Origin Description,Region Code,Region Code Description,Customs Statistics No,Customs Statistics No Description,Intrastat Conv Factor,Customs UoM,Supply Chain Part Group,Supply Chain Part Group Description,Default Mtrl Req Supply,Dop Connection,Dop Netting,Tech Coordinator,Qty Calc Rounding,Configurable,Inventory Valuation Method,Inventory Part Cost Level,Supplier Invoice Consideration,Zero Cost,Part Cost Group,Part Cost Group Description,External Service Cost Method,Cycle Counting Interval,Cum Count Diff,Cycle Counting,Reserve at order entry,Automatic Capability Check,Negative On Hand,Availability Check,Availability Check at CO Reserve,Online Consumption,Shortage Notification,Stock Management,Refill Putaway Zones,Refill Putaway Zones Operative Value,Refill Putaway Zones Source,Std Putaway Qty,Inventory Part Standard Name,Inventory Part Standard Name Description,Part Catalog Standard Name,Part Catalog Standard Name Description,GTIN,GTIN Series,Alternate Parts Exist,Characteristic Template,Operative Storage Width Requirement,Storage Width Requirement Source,Operative Storage Height Requirement,Storage Height Requirement Source,Operative Storage Depth Requirement,Storage Depth Requirement Source,UoM for Length,Qty per Volume,Operative Qty per Volume,Qty per Volume Source,UoM for Volume,Operative Storage Weight Requirement,Storage Weight Requirement Source,UoM for Weight,Operative Min Storage Temperature,Min Storage Temperature Source,Operative Max Storage Temperature,Max Storage Temperature Source,UoM for Temperature,Operative Min Storage Humidity (%),Min Storage Humidity (%) Source,Operative Max Storage Humidity (%),Max Storage Humidity (%) Source,HSN/SAC Code,HSN/SAC Code Description,Product Category,Product Category Description,Consumption Tax,Master Part Description
SD-DF-CORE,Core,Core,VIMS1,Vim site Vinc,Manufactured,ALAIN,pcs,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,2/7/2025,2/7/2025,No,,Manufactured,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,16,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Core
SD-DF-CH-D-LMB,Lamb  & Lamb Meal,Lamb  & Lamb Meal,VIMS1,Vim site Vinc,Purchased,ALAIN,pcs,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,2/7/2025,2/7/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,16,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Lamb  & Lamb Meal
SD-DF-CH-W-LMB,Lamb & Sweet Potato -Wet,Lamb & Sweet Potato -Wet,VIMS1,Vim site Vinc,Purchased,ALAIN,pcs,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,2/7/2025,2/7/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,16,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Lamb & Sweet Potato -Wet
SD-DF-CORE-W,Core -Wet,Core -Wet,VIMS1,Vim site Vinc,Manufactured,ALAIN,pcs,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,2/7/2025,2/7/2025,No,,Manufactured,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,16,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Core -Wet
VM0,Pack Reuse HU,Pack Reuse HU,VIMS1,Vim site Vinc,Purchased,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,10,0,2/10/2025,2/10/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Only,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Pack Reuse HU
RMP,RMP,RMP,10,Ventechi Sweden,Purchased,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,l,No,0,0,2/19/2025,2/19/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,l,,,kg,,,,,Cel,,,,,,,,,No,RMP
AV-MR-2,AV-MR-2,AV-MR-2,AG-01,AG-01,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,3/5/2025,3/5/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,AV-MR-2
RP-FRAME,RP-BICYCLE,RP-BICYCLE,10,Ventechi Sweden,Purchased,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,l,No,0,0,3/6/2025,3/6/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,l,,,kg,,,,,Cel,,,,,,,,,No,RP-BICYCLE
RP-WHEEL,RP-WHEEL,RP-WHEEL,10,Ventechi Sweden,Manufactured,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,l,No,0,0,3/6/2025,3/6/2025,No,,Manufactured,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,l,,,kg,,,,,Cel,,,,,,,,,No,RP-WHEEL
RP-TYRE,RP-TYRE,RP-TYRE,10,Ventechi Sweden,Purchased,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,l,No,0,0,3/6/2025,3/6/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,l,,,kg,,,,,Cel,,,,,,,,,No,RP-TYRE
RP-RIM,RP-RIM,RP-RIM,10,Ventechi Sweden,Purchased,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,l,No,0,0,3/6/2025,3/6/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,l,,,kg,,,,,Cel,,,,,,,,,No,RP-RIM
AB-CC01,AB-CC01,AB-CC01,AG-01,AG-01,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,3/6/2025,3/6/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,1,0,Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,AB-CC01
AL02COMP1,AL02Comp1,AL02Comp1,PC64,PC64,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,100,0,3/26/2025,3/26/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,AL02Comp1
RP-NEW,RP-NEW,RP-NEW,SH D,SH demand Site,Purchased,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,4/1/2025,4/1/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,RP-NEW
RP-NEW,RP-NEW,RP-NEW,SH S,SH Supply Site,Purchased,ALAIN,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,4/29/2025,4/29/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,RP-NEW
SJ TOP PART1,SJ TOP PART1,SJ TOP PART1,10,Ventechi Sweden,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,l,No,0,0,4/2/2025,4/2/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,l,,,kg,,,,,Cel,,,,,,,,,No,SJ TOP PART1
INVENT-3,INVENT-3,INVENT-3,T20,T20,Purchased,ALAIN,pcs,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,50,0,4/4/2025,4/4/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,16,No,Weighted Average,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,INVENT-3
INV1-ALMONDS,Almonds,Almonds,IFT91,Testing Site 91,Purchased,*,*,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,4/21/2025,4/21/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,16,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Almonds
RWEELK INVPRT 01,RWEELK Iinventory Part 1,RWEELK Iinventory Part 1,IF90,Training,Purchased,*,pcs,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,4/21/2025,4/21/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,16,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,RWEELK Iinventory Part 1
DW PART,Test Part,Test Part,IF79,Training,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,4/21/2025,4/21/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Test Part
RP-SAL41,RP-SAL41,RP-SAL41,PC59,PC59,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,RP-SAL41
HW-INV-SALE-01,HW-INV-sale-01,HW-INV-sale-01,PC64,PC64,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,150,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,HW-INV-sale-01
HA PART 30,ha part 30,ha part 30,PC63,PC63,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,ha part 30
TEST SALES PART-1,test sales part-1,test sales part-1,PC56,PC56,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,test sales part-1
NE-SS1,selling 1,selling 1,PC54,PC54,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,selling 1
HP-SALES03,HP-SALES03,HP-SALES03,PC61,PC61,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,HP-SALES03
RDEW INV PART COND,RDEW INV PART COND,RDEW INV PART COND,PC62,PC62,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,RDEW INV PART COND
DANS-INV19,Inventory Part 19,Inventory Part 19,PC55,PC55,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,500,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Inventory Part 19
NE-CON SP,Condition enabled Part,Condition enabled Part,PC54,PC54,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Condition enabled Part
INV PART CONDITION CODE,INV PART CONDITION CODE,INV PART CONDITION CODE,PC60,PC60,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,INV PART CONDITION CODE
TF-INVPCC-A,Inventory Part with Condition Code,Inventory Part with Condition Code,PC65,PC65,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,Inventory Part with Condition Code
PAIN - 1111 CONDITION,pain - 1111 CONDITION,pain - 1111 CONDITION,PC56,PC56,Purchased,*,pcs,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,0,0,11/21/2024,11/21/2024,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,pain - 1111 CONDITION
NTTEST1,NTTEST1,NTTEST1,TRN32,TRN32,Purchased,*,PCS,,,,,,,,S,STANDARD,A,ACTIVE,C,5,,Very Slow Mover,,Development,,,,,,,,,,,,,kg,,m3,No,100,0,5/19/2025,5/20/2025,No,,Purchased,0,,0,0,,,,0,0,No,,,,,,,,,,,InventoryOrder,Automatic DOP,No Netting,,0,No,Standard Cost,Cost Per Part,Ignore Invoice Price,Zero Cost Forbidden,,,Exclude Service Cost,0,0,Not Cyclic Counting,Normal reservation,No Automatic Capability Check,Negative On Hand Not Allowed,No,No,No Online Consumption,No Shortage Notation,System Managed Inventory,,No Refill,Site,,,,0,*,,,No,,,,,,,,m,,,,m3,,,kg,,,,,Cel,,,,,,,,,No,NTTEST1
